time,total_flows,successful_flows,dropped_flows,in_network_flows,avg_end2end_delay_of_dropped_flows,avg_end2end_delay_of_processed_flows,avg_sf_processing_delay,avg_sfc_length,avg_crossed_link_delay,avg_path_delay,avg_path_delay_of_processed_flows,avg_ingress_2_egress_path_delay_of_processed_flows,avg_node_load,avg_link_load
0,26,0,0,26,0,0,0,2.6923076923076925,0,0.0,0,0,0.0,0.0
100,578,118,203,257,24.61505253869212,45.14168462082192,4.947987091979644,2.6643598615916955,5.413762681958535,21.23356401384083,32.03389830508475,26.016949152542374,0.0529652890390059,0.4161805101373443
200,1156,336,521,299,27.97599070783698,57.6586592264743,4.9690861119402605,2.6643598615916955,5.55795744680851,28.246539792387544,44.51488095238095,30.392857142857142,0.05194040603506863,0.48481440548021676
300,1694,529,895,270,29.356460387965086,63.226276078055605,5.00166788161243,2.667060212514758,5.639700530310908,32.01711924439197,50.06427221172023,32.648393194707,0.05254512040505328,0.5097529473366887
400,2253,755,1216,282,30.526373211324,66.11740056414514,5.000317850664284,2.6626719928983578,5.705217980573752,33.63115845539281,52.858278145695365,33.664900662251654,0.051874856793125916,0.5164290201078368
500,2792,1005,1533,254,30.63881725251829,68.64479897150999,5.002285725152724,2.6611747851002865,5.724925991711071,34.632521489971346,55.36119402985074,34.40099502487562,0.05190236689812585,0.5210098952701183
600,3357,1233,1853,271,30.472365714403473,68.60790034918382,4.998619498401124,2.6607089663389933,5.7319436288901935,34.89365504915103,55.35036496350365,34.42254663422547,0.05224832586925954,0.5218748294815239
700,3951,1464,2197,290,30.987686169250033,68.98541058085087,5.002072773847447,2.665907365223994,5.729759980101977,34.9832953682612,55.67964480874317,34.53551912568306,0.05222521852963457,0.5229324459978801
800,4524,1701,2546,277,31.270622457444826,69.21137131103612,5.003196987621741,2.6679929266136164,5.72501154816473,35.61427939876216,55.88771310993533,34.73192239858906,0.052141786992735056,0.5272700205925646
900,5120,1936,2897,287,31.19027871780705,69.73252508697234,5.003311146476472,2.669140625,5.735041131024992,35.8115234375,56.40805785123967,34.86931818181818,0.052328957392752985,0.5301465133073021
1000,5682,2175,3209,298,31.402370493954795,70.42592246304791,5.0035707641640705,2.6698345652939106,5.7479964381121995,36.353396691305875,57.097931034482755,35.00367816091954,0.05234933230959472,0.5342639792971112
