time,node,decisions
1000,pop0,352
1000,pop1,0
1000,pop2,1061
1000,pop3,757
1000,pop4,31
1000,pop5,22
1000,pop6,22
1000,pop7,156
1000,pop8,208
1000,pop9,164
1000,pop10,0
1000,pop11,499
1000,pop12,3
1000,pop13,164
1000,pop14,665
1000,pop15,1874
1000,pop16,35
1000,pop17,2628
1000,pop18,821
1000,pop19,635
1000,pop20,5338
1000,pop21,1142
1000,pop22,914
1000,pop23,400
1000,pop24,785
1000,pop25,284
1000,pop26,847
1000,pop27,1202
1000,pop28,229
1000,pop29,1103
1000,pop30,0
1000,pop31,1176
1000,pop32,894
1000,pop33,943
1000,pop34,1332
1000,pop35,1628
1000,pop36,570
1000,pop37,213
1000,pop38,502
1000,pop39,1004
1000,pop40,215
1000,pop41,1763
1000,pop42,130
1000,pop43,342
1000,pop44,325
1000,pop45,694
1000,pop46,0
1000,pop47,176
1000,pop48,334
1000,pop49,36
1000,pop50,95
1000,pop51,2134
1000,pop52,189
1000,pop53,989
1000,pop54,436
1000,pop55,584
1000,pop56,104
1000,pop57,119
1000,pop58,1602
1000,pop59,415
1000,pop60,3
1000,pop61,742
1000,pop62,537
1000,pop63,2
1000,pop64,20
1000,pop65,141
1000,pop66,155
1000,pop67,963
1000,pop68,6
1000,pop69,650
1000,pop70,3225
1000,pop71,316
1000,pop72,1834
1000,pop73,1197
1000,pop74,198
1000,pop75,196
1000,pop76,370
1000,pop77,2005
1000,pop78,456
1000,pop79,1546
1000,pop80,1575
1000,pop81,999
1000,pop82,295
1000,pop83,2
1000,pop84,24
1000,pop85,292
1000,pop86,1239
1000,pop87,1954
1000,pop88,161
1000,pop89,54
1000,pop90,1486
1000,pop91,383
1000,pop92,478
1000,pop93,636
1000,pop94,1938
1000,pop95,651
1000,pop96,288
1000,pop97,16
1000,pop98,284
1000,pop99,836
1000,pop100,814
1000,pop101,326
1000,pop102,552
1000,pop103,736
1000,pop104,377
1000,pop105,625
1000,pop106,162
1000,pop107,1180
1000,pop108,779
1000,pop109,623
1000,pop110,1725
1000,pop111,1650
1000,pop112,1297
1000,pop113,800
1000,pop114,242
1000,pop115,2
1000,pop116,2292
1000,pop117,1735
1000,pop118,813
1000,pop119,630
1000,pop120,3323
1000,pop121,1952
1000,pop122,306
1000,pop123,2309
1000,pop124,5174
1000,pop125,2079
1000,pop126,20
1000,pop127,23
1000,pop128,507
1000,pop129,1989
1000,pop130,3061
1000,pop131,4216
1000,pop132,1546
1000,pop133,3592
1000,pop134,1226
1000,pop135,484
1000,pop136,167
1000,pop137,343
1000,pop138,555
1000,pop139,377
1000,pop140,3628
1000,pop141,5200
1000,pop142,1252
1000,pop143,0
1000,pop144,5060
1000,pop145,207
1000,pop146,424
1000,pop147,339
1000,pop148,717
