time,node,decisions
1000,pop0,670
1000,pop1,831
1000,pop2,3167
1000,pop3,2408
1000,pop4,60
1000,pop5,637
1000,pop6,423
1000,pop7,604
1000,pop8,1262
1000,pop9,1017
1000,pop10,222
1000,pop11,141
1000,pop12,7
1000,pop13,1
1000,pop14,1985
1000,pop15,871
1000,pop16,443
1000,pop17,1480
1000,pop18,1466
1000,pop19,496
1000,pop20,5805
1000,pop21,812
1000,pop22,686
1000,pop23,350
1000,pop24,2702
1000,pop25,2236
1000,pop26,594
1000,pop27,775
1000,pop28,605
1000,pop29,1773
1000,pop30,0
1000,pop31,2300
1000,pop32,1530
1000,pop33,3566
1000,pop34,1237
1000,pop35,1107
1000,pop36,589
1000,pop37,1
1000,pop38,264
1000,pop39,1108
1000,pop40,626
1000,pop41,3447
1000,pop42,1202
1000,pop43,985
1000,pop44,2521
1000,pop45,2422
1000,pop46,614
1000,pop47,5
1000,pop48,446
1000,pop49,1479
1000,pop50,1250
1000,pop51,1255
1000,pop52,0
1000,pop53,4
1000,pop54,1
1000,pop55,0
1000,pop56,243
1000,pop57,1205
1000,pop58,10
1000,pop59,286
1000,pop60,258
1000,pop61,4162
1000,pop62,3841
1000,pop63,165
1000,pop64,1068
1000,pop65,179
1000,pop66,617
1000,pop67,838
1000,pop68,4
1000,pop69,233
1000,pop70,3098
1000,pop71,2377
1000,pop72,2148
1000,pop73,1082
1000,pop74,1
1000,pop75,618
1000,pop76,24
1000,pop77,471
1000,pop78,533
1000,pop79,3542
1000,pop80,1285
1000,pop81,4093
1000,pop82,426
1000,pop83,5
1000,pop84,627
1000,pop85,998
1000,pop86,2250
1000,pop87,360
1000,pop88,2189
1000,pop89,2073
1000,pop90,945
1000,pop91,1011
1000,pop92,860
1000,pop93,1890
1000,pop94,2518
1000,pop95,486
1000,pop96,422
1000,pop97,1461
1000,pop98,124
1000,pop99,205
1000,pop100,1664
1000,pop101,173
1000,pop102,846
1000,pop103,1472
1000,pop104,200
1000,pop105,704
1000,pop106,629
1000,pop107,1936
1000,pop108,755
1000,pop109,1734
1000,pop110,2632
1000,pop111,1530
1000,pop112,1432
1000,pop113,2582
1000,pop114,1124
1000,pop115,331
1000,pop116,3293
1000,pop117,506
1000,pop118,997
1000,pop119,397
1000,pop120,4309
1000,pop121,1853
1000,pop122,26
1000,pop123,818
1000,pop124,2703
1000,pop125,5170
1000,pop126,734
1000,pop127,804
1000,pop128,2820
1000,pop129,4571
1000,pop130,5064
1000,pop131,5734
1000,pop132,1720
1000,pop133,2346
1000,pop134,1045
1000,pop135,433
1000,pop136,418
1000,pop137,772
1000,pop138,61
1000,pop139,2304
1000,pop140,1084
1000,pop141,5321
1000,pop142,1906
1000,pop143,0
1000,pop144,3795
1000,pop145,359
1000,pop146,225
1000,pop147,601
1000,pop148,1548
