time,node,node_capacity,used_resources
400,pop7,100,0
400,pop8,100,20.0
400,pop9,100,8.0
400,pop10,100,0
400,pop11,100,0
400,pop12,100,6.0
400,pop13,100,16.0
400,pop14,100,3.0
400,pop15,100,0
400,pop16,100,0
400,pop17,100,0
400,pop18,100,21.0
400,pop19,100,3.0
400,pop20,100,8.0
400,pop21,100,3.0
400,pop22,100,10.0
400,pop23,100,4.0
400,pop24,100,21.0
400,pop25,100,0
400,pop26,100,0
400,pop27,100,5.0
400,pop28,100,22.0
400,pop29,100,0
400,pop30,100,0
400,pop31,100,6.0
400,pop32,100,0
400,pop33,100,0
400,pop34,100,0
400,pop35,100,10.0
400,pop36,100,12.0
400,pop37,100,24.0
400,pop38,100,6.0
400,pop39,100,9.0
400,pop40,100,14.0
400,pop41,100,0
400,pop42,100,8.0
400,pop43,100,0
400,pop44,100,0
400,pop45,100,9.0
400,pop46,100,0
400,pop47,100,0
400,pop48,100,0
400,pop49,100,0
400,pop50,100,18.0
400,pop51,100,0
400,pop52,100,8.0
400,pop53,100,0
400,pop54,100,16.0
400,pop55,100,0
400,pop56,100,0
400,pop57,100,0
400,pop58,100,0
400,pop59,100,0
400,pop60,100,3.0
400,pop61,100,16.0
400,pop62,100,0
400,pop63,100,0
400,pop64,100,0
400,pop65,100,4.0
400,pop66,100,10.0
400,pop67,100,0
400,pop68,100,0
400,pop69,100,0
400,pop70,100,7.0
400,pop71,100,36.0
400,pop72,100,0
500,pop0,100,0
500,pop1,100,0
500,pop2,100,0
500,pop3,100,0
500,pop4,100,0
500,pop5,100,0
500,pop6,100,0
500,pop7,100,0
500,pop8,100,1.0
500,pop9,100,1.0
500,pop10,100,0
500,pop11,100,0
500,pop12,100,12.0
500,pop13,100,5.0
500,pop14,100,3.0
500,pop15,100,0
500,pop16,100,0
500,pop17,100,0
500,pop18,100,10.0
500,pop19,100,3.0
500,pop20,100,1.0
500,pop21,100,14.0
500,pop22,100,5.0
500,pop23,100,13.0
500,pop24,100,13.0
500,pop25,100,0
500,pop26,100,0
500,pop27,100,4.0
500,pop28,100,7.0
500,pop29,100,0
500,pop30,100,0
500,pop31,100,12.0
500,pop32,100,0
500,pop33,100,0
500,pop34,100,0
500,pop35,100,6.0
500,pop36,100,6.0
500,pop37,100,2.0
500,pop38,100,6.0
500,pop39,100,5.0
500,pop40,100,12.0
500,pop41,100,0
500,pop42,100,10.0
500,pop43,100,0
500,pop44,100,0
500,pop45,100,14.0
500,pop46,100,0
500,pop47,100,0
500,pop48,100,0
500,pop49,100,0
500,pop50,100,10.0
500,pop51,100,0
500,pop52,100,10.0
500,pop53,100,0
500,pop54,100,9.0
500,pop55,100,0
500,pop56,100,0
500,pop57,100,0
500,pop58,100,0
500,pop59,100,0
500,pop60,100,12.0
500,pop61,100,6.0
500,pop62,100,0
500,pop63,100,0
500,pop64,100,0
500,pop65,100,26.0
500,pop66,100,14.0
500,pop67,100,0
500,pop68,100,0
500,pop69,100,0
500,pop70,100,14.0
500,pop71,100,6.0
500,pop72,100,0
600,pop0,100,0
600,pop1,100,0
600,pop2,100,0
600,pop3,100,0
600,pop4,100,0
600,pop5,100,0
600,pop6,100,0
600,pop7,100,0
600,pop8,100,5.0
600,pop9,100,12.0
600,pop10,100,0
600,pop11,100,0
600,pop12,100,13.0
600,pop13,100,4.0
600,pop14,100,10.0
600,pop15,100,0
600,pop16,100,0
600,pop17,100,0
600,pop18,100,9.0
600,pop19,100,24.0
600,pop20,100,5.0
600,pop21,100,13.0
600,pop22,100,16.0
600,pop23,100,2.0
600,pop24,100,8.0
600,pop25,100,0
600,pop26,100,0
600,pop27,100,14.0
600,pop28,100,2.0
600,pop29,100,0
600,pop30,100,0
600,pop31,100,10.0
600,pop32,100,0
600,pop33,100,0
600,pop34,100,0
600,pop35,100,6.0
600,pop36,100,8.0
600,pop37,100,26.0
600,pop38,100,10.0
600,pop39,100,2.0
600,pop40,100,1.0
600,pop41,100,0
600,pop42,100,6.0
600,pop43,100,0
600,pop44,100,0
600,pop45,100,2.0
600,pop46,100,0
600,pop47,100,0
600,pop48,100,0
600,pop49,100,0
600,pop50,100,5.0
600,pop51,100,0
600,pop52,100,7.0
600,pop53,100,0
600,pop54,100,6.0
600,pop55,100,0
600,pop56,100,0
600,pop57,100,0
600,pop58,100,0
600,pop59,100,0
600,pop60,100,10.0
600,pop61,100,1.0
600,pop62,100,0
600,pop63,100,0
600,pop64,100,0
600,pop65,100,4.0
600,pop66,100,9.0
600,pop67,100,0
600,pop68,100,0
600,pop69,100,0
600,pop70,100,3.0
600,pop71,100,1.0
600,pop72,100,0
700,pop0,100,0
700,pop1,100,0
700,pop2,100,0
700,pop3,100,0
700,pop4,100,0
700,pop5,100,0
700,pop6,100,0
700,pop7,100,0
700,pop8,100,3.0
700,pop9,100,12.0
700,pop10,100,0
700,pop11,100,0
700,pop12,100,20.0
700,pop13,100,6.0
700,pop14,100,4.0
700,pop15,100,0
700,pop16,100,0
700,pop17,100,0
700,pop18,100,18.0
700,pop19,100,6.0
700,pop20,100,17.0
700,pop21,100,10.0
700,pop22,100,2.0
700,pop23,100,12.0
700,pop24,100,26.0
700,pop25,100,0
700,pop26,100,0
700,pop27,100,6.0
700,pop28,100,18.0
700,pop29,100,0
700,pop30,100,0
700,pop31,100,8.0
700,pop32,100,0
700,pop33,100,0
700,pop34,100,0
700,pop35,100,3.0
700,pop36,100,10.0
700,pop37,100,11.0
700,pop38,100,14.0
700,pop39,100,20.0
700,pop40,100,23.0
700,pop41,100,0
700,pop42,100,6.0
700,pop43,100,0
700,pop44,100,0
700,pop45,100,8.0
700,pop46,100,0
700,pop47,100,0
700,pop48,100,0
700,pop49,100,0
700,pop50,100,14.0
700,pop51,100,0
700,pop52,100,7.0
700,pop53,100,0
700,pop54,100,20.0
700,pop55,100,0
700,pop56,100,0
700,pop57,100,0
700,pop58,100,0
700,pop59,100,0
700,pop60,100,7.0
700,pop61,100,5.0
700,pop62,100,0
700,pop63,100,0
700,pop64,100,0
700,pop65,100,14.0
700,pop66,100,8.0
700,pop67,100,0
700,pop68,100,0
700,pop69,100,0
700,pop70,100,1.0
700,pop71,100,14.0
700,pop72,100,0
800,pop0,100,0
800,pop1,100,0
800,pop2,100,0
800,pop3,100,0
800,pop4,100,0
800,pop5,100,0
800,pop6,100,0
800,pop7,100,0
800,pop8,100,4.0
800,pop9,100,14.0
800,pop10,100,0
800,pop11,100,0
800,pop12,100,10.0
800,pop13,100,14.0
800,pop14,100,7.0
800,pop15,100,0
800,pop16,100,0
800,pop17,100,0
800,pop18,100,8.0
800,pop19,100,8.0
800,pop20,100,16.0
800,pop21,100,13.0
800,pop22,100,12.0
800,pop23,100,2.0
800,pop24,100,12.0
800,pop25,100,0
800,pop26,100,0
800,pop27,100,12.0
800,pop28,100,2.0
800,pop29,100,0
800,pop30,100,0
800,pop31,100,5.0
800,pop32,100,0
800,pop33,100,0
800,pop34,100,0
800,pop35,100,15.0
800,pop36,100,11.0
800,pop37,100,13.0
800,pop38,100,2.0
800,pop39,100,13.0
800,pop40,100,2.0
800,pop41,100,0
800,pop42,100,6.0
800,pop43,100,0
800,pop44,100,0
800,pop45,100,5.0
800,pop46,100,0
800,pop47,100,0
800,pop48,100,0
800,pop49,100,0
800,pop50,100,10.0
800,pop51,100,0
800,pop52,100,14.0
800,pop53,100,0
800,pop54,100,9.0
800,pop55,100,0
800,pop56,100,0
800,pop57,100,0
800,pop58,100,0
800,pop59,100,0
800,pop60,100,3.0
800,pop61,100,11.0
800,pop62,100,0
800,pop63,100,0
800,pop64,100,0
800,pop65,100,20.0
800,pop66,100,10.0
800,pop67,100,0
800,pop68,100,0
800,pop69,100,0
800,pop70,100,1.0
800,pop71,100,6.0
800,pop72,100,0
900,pop0,100,0
900,pop1,100,0
900,pop2,100,0
900,pop3,100,0
900,pop4,100,0
900,pop5,100,0
900,pop6,100,0
900,pop7,100,0
900,pop8,100,5.0
900,pop9,100,6.0
900,pop10,100,0
900,pop11,100,0
900,pop12,100,9.0
900,pop13,100,1.0
900,pop14,100,18.0
900,pop15,100,0
900,pop16,100,0
900,pop17,100,0
900,pop18,100,12.0
900,pop19,100,12.0
900,pop20,100,8.0
900,pop21,100,8.0
900,pop22,100,21.0
900,pop23,100,2.0
900,pop24,100,11.0
900,pop25,100,0
900,pop26,100,0
900,pop27,100,14.0
900,pop28,100,2.0
900,pop29,100,0
900,pop30,100,0
900,pop31,100,16.0
900,pop32,100,0
900,pop33,100,0
900,pop34,100,0
900,pop35,100,16.0
900,pop36,100,7.0
900,pop37,100,5.0
900,pop38,100,14.0
900,pop39,100,5.0
900,pop40,100,16.0
900,pop41,100,0
900,pop42,100,18.0
900,pop43,100,0
900,pop44,100,0
900,pop45,100,4.0
900,pop46,100,0
900,pop47,100,0
900,pop48,100,0
900,pop49,100,0
900,pop50,100,5.0
900,pop51,100,0
900,pop52,100,7.0
900,pop53,100,0
900,pop54,100,9.0
900,pop55,100,0
900,pop56,100,0
900,pop57,100,0
900,pop58,100,0
900,pop59,100,0
900,pop60,100,18.0
900,pop61,100,18.0
900,pop62,100,0
900,pop63,100,0
900,pop64,100,0
900,pop65,100,1.0
900,pop66,100,10.0
900,pop67,100,0
900,pop68,100,0
900,pop69,100,0
900,pop70,100,9.0
900,pop71,100,4.0
900,pop72,100,0
1000.0,pop0,100,0
1000.0,pop1,100,0
1000.0,pop2,100,0
1000.0,pop3,100,0
1000.0,pop4,100,0
1000.0,pop5,100,0
1000.0,pop6,100,0
1000.0,pop7,100,0
1000.0,pop8,100,7.0
1000.0,pop9,100,7.0
1000.0,pop10,100,0
1000.0,pop11,100,0
1000.0,pop12,100,8.0
1000.0,pop13,100,14.0
1000.0,pop14,100,4.0
1000.0,pop15,100,0
1000.0,pop16,100,0
1000.0,pop17,100,0
1000.0,pop18,100,3.0
1000.0,pop19,100,22.0
1000.0,pop20,100,13.0
1000.0,pop21,100,9.0
1000.0,pop22,100,8.0
1000.0,pop23,100,9.0
1000.0,pop24,100,4.0
1000.0,pop25,100,0
1000.0,pop26,100,0
1000.0,pop27,100,12.0
1000.0,pop28,100,14.0
1000.0,pop29,100,0
1000.0,pop30,100,0
1000.0,pop31,100,10.0
1000.0,pop32,100,0
1000.0,pop33,100,0
1000.0,pop34,100,0
1000.0,pop35,100,11.0
1000.0,pop36,100,6.0
1000.0,pop37,100,2.0
1000.0,pop38,100,14.0
1000.0,pop39,100,18.0
1000.0,pop40,100,6.0
1000.0,pop41,100,0
1000.0,pop42,100,5.0
1000.0,pop43,100,0
1000.0,pop44,100,0
1000.0,pop45,100,6.0
1000.0,pop46,100,0
1000.0,pop47,100,0
1000.0,pop48,100,0
1000.0,pop49,100,0
1000.0,pop50,100,12.0
1000.0,pop51,100,0
1000.0,pop52,100,6.0
1000.0,pop53,100,0
1000.0,pop54,100,10.0
1000.0,pop55,100,0
1000.0,pop56,100,0
1000.0,pop57,100,0
1000.0,pop58,100,0
1000.0,pop59,100,0
1000.0,pop60,100,11.0
1000.0,pop61,100,18.0
1000.0,pop62,100,0
1000.0,pop63,100,0
1000.0,pop64,100,0
1000.0,pop65,100,10.0
1000.0,pop66,100,2.0
1000.0,pop67,100,0
1000.0,pop68,100,0
1000.0,pop69,100,0
1000.0,pop70,100,16.0
1000.0,pop71,100,10.0
1000.0,pop72,100,0
