time,node,decisions
1000,pop0,0
1000,pop1,0
1000,pop2,675
1000,pop3,725
1000,pop4,569
1000,pop5,584
1000,pop6,717
1000,pop7,240
1000,pop8,347
1000,pop9,271
1000,pop10,553
1000,pop11,594
1000,pop12,2
1000,pop13,611
1000,pop14,449
1000,pop15,72
1000,pop16,1056
1000,pop17,2286
1000,pop18,284
1000,pop19,403
1000,pop20,3464
1000,pop21,193
1000,pop22,660
1000,pop23,217
1000,pop24,733
1000,pop25,1258
1000,pop26,387
1000,pop27,1308
1000,pop28,0
1000,pop29,1337
1000,pop30,173
1000,pop31,590
1000,pop32,857
1000,pop33,3226
1000,pop34,643
1000,pop35,814
1000,pop36,449
1000,pop37,70
1000,pop38,611
1000,pop39,605
1000,pop40,1751
1000,pop41,1501
1000,pop42,184
1000,pop43,180
1000,pop44,145
1000,pop45,881
1000,pop46,782
1000,pop47,189
1000,pop48,143
1000,pop49,433
1000,pop50,815
1000,pop51,1763
1000,pop52,216
1000,pop53,792
1000,pop54,0
1000,pop55,0
1000,pop56,905
1000,pop57,696
1000,pop58,765
1000,pop59,615
1000,pop60,619
1000,pop61,3528
1000,pop62,3347
1000,pop63,203
1000,pop64,401
1000,pop65,624
1000,pop66,1097
1000,pop67,1006
1000,pop68,5
1000,pop69,194
1000,pop70,3758
1000,pop71,755
1000,pop72,597
1000,pop73,693
1000,pop74,0
1000,pop75,228
1000,pop76,202
1000,pop77,807
1000,pop78,278
1000,pop79,2946
1000,pop80,855
1000,pop81,4471
1000,pop82,456
1000,pop83,595
1000,pop84,389
1000,pop85,468
1000,pop86,2722
1000,pop87,211
1000,pop88,756
1000,pop89,925
1000,pop90,1030
1000,pop91,430
1000,pop92,288
1000,pop93,1488
1000,pop94,2627
1000,pop95,958
1000,pop96,1285
1000,pop97,596
1000,pop98,493
1000,pop99,961
1000,pop100,226
1000,pop101,422
1000,pop102,1715
1000,pop103,849
1000,pop104,791
1000,pop105,639
1000,pop106,420
1000,pop107,1270
1000,pop108,660
1000,pop109,324
1000,pop110,1234
1000,pop111,822
1000,pop112,1389
1000,pop113,11
1000,pop114,2293
1000,pop115,1861
1000,pop116,2254
1000,pop117,209
1000,pop118,185
1000,pop119,243
1000,pop120,1414
1000,pop121,1310
1000,pop122,24
1000,pop123,150
1000,pop124,1806
1000,pop125,3637
1000,pop126,485
1000,pop127,419
1000,pop128,755
1000,pop129,4075
1000,pop130,2988
1000,pop131,4112
1000,pop132,2017
1000,pop133,1119
1000,pop134,451
1000,pop135,0
1000,pop136,0
1000,pop137,266
1000,pop138,79
1000,pop139,324
1000,pop140,2402
1000,pop141,2702
1000,pop142,2200
1000,pop143,801
1000,pop144,2998
1000,pop145,1060
1000,pop146,889
1000,pop147,465
1000,pop148,1976
