time,node,node_capacity,used_resources
800,pop18,10,5.0
800,pop19,10,1.0
800,pop20,50,10.0
800,pop21,0,0
800,pop22,50,10.0
800,pop23,0,0
800,pop24,0,0
800,pop25,50,14.0
800,pop26,0,0
800,pop27,10,8.0
800,pop28,0,0
800,pop29,10,4.0
800,pop30,0,0
800,pop31,10,0.0
800,pop32,0,0
900,pop0,10,0.0
900,pop1,0,0
900,pop2,10,8.0
900,pop3,50,0.0
900,pop4,10,4.0
900,pop5,10,0.0
900,pop6,0,0
900,pop7,50,11.0
900,pop8,10,0.0
900,pop9,10,0.0
900,pop10,0,0
900,pop11,0,0
900,pop12,10,5.0
900,pop13,0,0
900,pop14,10,2.0
900,pop15,10,1.0
900,pop16,10,1.0
900,pop17,0,0
900,pop18,10,2.0
900,pop19,10,10.0
900,pop20,50,2.0
900,pop21,0,0
900,pop22,50,23.0
900,pop23,0,0
900,pop24,0,0
900,pop25,50,24.0
900,pop26,0,0
900,pop27,10,0.0
900,pop28,0,0
900,pop29,10,10.0
900,pop30,0,0
900,pop31,10,0.0
900,pop32,0,0
1000.0,pop0,10,0.0
1000.0,pop1,0,0
1000.0,pop2,10,0.0
1000.0,pop3,50,0.0
1000.0,pop4,10,9.0
1000.0,pop5,10,4.0
1000.0,pop6,0,0
1000.0,pop7,50,8.0
1000.0,pop8,10,0.0
1000.0,pop9,10,0.0
1000.0,pop10,0,0
1000.0,pop11,0,0
1000.0,pop12,10,4.0
1000.0,pop13,0,0
1000.0,pop14,10,10.0
1000.0,pop15,10,2.0
1000.0,pop16,10,8.0
1000.0,pop17,0,0
1000.0,pop18,10,6.0
1000.0,pop19,10,10.0
1000.0,pop20,50,0.0
1000.0,pop21,0,0
1000.0,pop22,50,1.0
1000.0,pop23,0,0
1000.0,pop24,0,0
1000.0,pop25,50,19.0
1000.0,pop26,0,0
1000.0,pop27,10,0.0
1000.0,pop28,0,0
1000.0,pop29,10,4.0
1000.0,pop30,0,0
1000.0,pop31,10,0.0
1000.0,pop32,0,0
