time,total_flows,successful_flows,dropped_flows,in_network_flows,avg_end2end_delay_of_dropped_flows,avg_end2end_delay_of_processed_flows,avg_sf_processing_delay,avg_sfc_length,avg_crossed_link_delay,avg_path_delay,avg_path_delay_of_processed_flows,avg_ingress_2_egress_path_delay_of_processed_flows,avg_node_load,avg_link_load
0,34,0,0,34,0,0,0,2.588235294117647,0,0.0,0,0,0.0,0.0
100,784,172,38,574,34.67755782241307,51.90351319739999,5.032147097276419,2.6517857142857144,5.091692789968652,33.14795918367347,38.95348837209303,28.976744186046513,0.3968164238142595,0.24254409931333007
200,1524,710,165,649,44.8881563150119,70.70681315712652,5.032156869408891,2.6548556430446193,5.205762960005324,51.33005249343832,57.49295774647887,33.97746478873239,0.47733542190725997,0.3396746085739668
300,2270,1278,344,648,54.49950514817367,79.73246063172647,5.028801050041013,2.6559471365638765,5.227341831364753,59.07356828193833,66.52034428794992,35.07824726134585,0.4824141842649593,0.3797459151088513
400,3011,1815,512,684,57.72793080933542,84.57555926309496,5.02463055766067,2.6599136499501825,5.224951869627701,63.99568249750914,71.32341597796143,35.484848484848484,0.49368842083278697,0.40737724827277766
500,3758,2366,709,683,60.57570446435541,88.18127212819216,5.019656403121692,2.667110164981373,5.219366037112039,67.21287919105907,74.89856297548606,35.53465765004226,0.5012839274015796,0.4261076438106574
600,4540,2922,905,713,63.85910095698696,89.8662156717001,5.0169527466146,2.662555066079295,5.2200583576490205,68.95881057268723,76.57186858316221,35.3870636550308,0.5046528994866889,0.43509949321256347
700,5323,3527,1072,724,63.892111074886046,90.98962562760336,5.015365256447285,2.663347736238963,5.219413775710363,69.98309224121736,77.72809753331443,35.1550893110292,0.5078840987951143,0.44026048424100545
800,6072,4136,1241,695,64.99965214686999,91.40390860978124,5.011409985870592,2.6655138339920947,5.219073411355064,71.09354413702239,78.13201160541585,35.13225338491296,0.5092244590379145,0.44372408069732877
900,6884,4691,1430,763,64.57227505410768,91.84455608799587,5.01036180529946,2.66836141778036,5.21924216765453,71.63190005810576,78.55531869537413,35.13216798124068,0.5106597947011992,0.44899151315020774
1000,7680,5246,1682,752,64.90024506696004,92.8005272710176,5.014657779829672,2.6712239583333335,5.216580455752831,72.879296875,79.4837971788029,35.18928707586733,0.5133394268190952,0.4577201331448318
