time,total_flows,successful_flows,dropped_flows,in_network_flows,avg_end2end_delay_of_dropped_flows,avg_end2end_delay_of_processed_flows,avg_sf_processing_delay,avg_sfc_length,avg_crossed_link_delay,avg_path_delay,avg_path_delay_of_processed_flows,avg_ingress_2_egress_path_delay_of_processed_flows,avg_node_load,avg_link_load
0,8,0,0,8,0,0,0,3.0,0,0.0,0,0,0.0,0.0
100,175,121,2,52,14.637281917810256,28.657231592985646,4.403635969143292,3.0,4.12,11.771428571428572,15.52892561983471,14.289256198347108,0.026913763428096597,0.09740043919520439
200,347,281,8,58,21.670944818119672,28.977405842445418,4.462819527225914,3.0,4.204506065857886,13.982708933717579,15.651245551601424,14.338078291814947,0.02882605181318765,0.11137369336785673
300,550,473,23,54,20.92125402271082,29.998948289729345,4.463664120141699,3.0,4.186034912718204,15.26,16.62367864693446,14.674418604651162,0.031184507817570893,0.1294953428694268
400,731,644,28,59,21.569018425355758,30.25102750049262,4.464571301719573,3.0,4.205642167780252,15.499316005471956,16.861801242236027,14.850931677018634,0.030411105178857478,0.1260350248438657
500,897,805,36,56,23.1794132808091,30.477192058453966,4.488998395831777,3.0,4.24147975531605,16.232998885172798,17.033540372670807,15.024844720496894,0.030347375331942063,0.13043298612131465
600,1082,980,43,59,22.524463095826846,30.777428034764036,4.495045761445363,3.0,4.245364796532627,16.29482439926063,17.312244897959182,15.153061224489797,0.03016752247772545,0.13097143011778065
700,1267,1151,47,69,22.172687272467062,30.627977045376838,4.4917112035180216,3.0,4.237859061789626,16.185477505919494,17.164205039096437,15.089487402258905,0.030337811553530308,0.12963150777552224
800,1452,1339,59,54,22.582057165163828,30.539569829695363,4.482866305072287,3.0,4.240574506283663,16.267217630853995,17.076923076923077,15.00821508588499,0.030504998354513195,0.13012840834639078
900,1617,1501,67,49,22.236980108731142,30.429947538340762,4.486149738791012,3.0,4.230052978006101,16.29499072356215,16.979347101932046,14.990006662225182,0.03023283022334612,0.12815632616225967
1000,1792,1667,70,55,21.86511591282233,30.47996579646368,4.485635569962596,3.0,4.231744202794181,16.395647321428573,17.020395920815837,14.997000599880025,0.03003283725022614,0.128385060306952
